gene	Counts
LHX2	2
LINC00094	2
LINC00475	0
LINC00583	0
LINC00587	0
LINC00950	0
LINC00961	0
LINC00963	0
LINC01189	0
LINC01230	0
LINC01231	0
LINC01239	1
LINC01241	0
LINC01410	0
LINC01502	0
LINC01503	0
LINC01504	0
LINC01505	0
LINC01507	0
LMX1B	0
LOC100128076	0
LOC100128361	0
LOC100128593	0
LOC100129034	0
LOC100132077	0
LOC100132352	0
LOC100132781	0
LOC100133920	0
LOC100288842	0
LOC100499484	0
LOC100499484-C9ORF174	0
LOC100506100	0
LOC100506422	0
LOC100506834	0
LOC100507346	0
LOC101927358	0
LOC101927502	0
LOC101927575	0
LOC101927623	0
LOC101927827	0
LOC101927847	0
LOC101928381	0
LOC101928523	0
LOC101928797	0
LOC101929331	0
LOC102723709	0
LOC158435	0
LOC286367	0
LOC389705	0
LOC389765	0
LOC401557	0
LOC441454	0
LOC441455	1
LOC642943	0
LPPR1	0
LRRC8A	9
LRSAM1	0
LURAP1L	0
MAMDC2	0
MAMDC4	0
MAN1B1	0
MELK	10
MIR101-2	0
MIR126	0
MIR181A2	0
MIR181A2HG	0
MIR181B2	0
MIR219B	0
MIR2278	0
MIR23B	0
MIR24-1	0
MIR27B	0
MIR2861	0
MIR3152	0
MIR3153	0
MIR3910-1	0
MIR3960	0
MIR4291	0
MIR4292	0
MIR4479	0
MIR455	0
MIR4665	0
MIR4667	0
MIR4668	0
MIR4669	0
MIR4674HG	0
MIR491	0
MIR602	0
MIR6081	0
MIR6853	0
MIR6855	0
MIR6856	0
MIR6877	0
MIR8081	0
MIRLET7A1	0
MIRLET7D	0
MIRLET7F1	0
MLANA	0
MORN5	0
MRPL41	0
MRPS2	0
MRRF	5
MSANTD3	1
MSANTD3-TMEFF1	0
MTAP	0
MURC	0
MUSK	0
MVB12B	0
NAA35	19
NANS	0
NCBP1	0
NCS1	0
NDOR1	0
NEK6	1
NELFB	0
NFX1	1
NIPSNAP3A	0
NIPSNAP3B	0
NOXA1	0
NPR2	0
NR4A3	0
NTMT1	1
NTNG2	0
NTRK2	0
NUDT2	1
NUP188	1
NUP214	1
NUTM2G	0
NXNL2	0
OBP2A	0
ODF2	2
OLFM1	2
OLFML2A	0
OR13C8	0
OR13D1	0
OR13F1	0
OR1J2	0
OR1J4	0
OR1K1	0
OR1L1	0
OR1L3	0
OR1L4	0
OR1L6	0
OR1N2	0
OR1Q1	0
OR5C1	0
ORM1	0
ORM2	0
OSTF1	0
PAEP	0
PALM2	0
PALM2-AKAP2	0
PAPPA	1
PBX3	0
PCA3	0
PCAT7	1
PCSK5	0
PDCD1LG2	0
PGM5	0
PGM5P3-AS1	0
PHF2	0
PHPT1	0
PHYHD1	0
PIP5K1B	0
PKN3	0
PMPCA	0
POLR1E	8
POMT1	0
PPAPDC2	4
PPAPDC3	1
PPP1R26	0
PPP2R4	0
PRDM12	0
PRPF4	4
PRRC2B	2
PRRX2	0
PRSS3	0
PSAT1	0
PSMD5-AS1	0
PTENP1-AS	0
PTGDS	0
PTGER4P2-CDK2AP2P2	0
PTGES2-AS1	0
PTGS1	0
PTPDC1	2
PTPRD-AS1	1
PTPRD-AS2	0
RABEPK	1
RABGAP1	7
RABL6	0
RAD23B	3
RALGPS1	0
RCL1	0
RECK	1
RFX3-AS1	0
RGP1	0
RGS3	0
RIC1	0
RMI1	4
RNF20	20
RNF224	0
RORB	0
RPL7A	70
RPSAP9	0
RRAGA	0
RUSC2	1
RXRA	0
S1PR3	0
SEC61B	7
SECISBP2	11
SET	18
SH3GL2	0
SLC1A1	0
SLC25A25	0
SLC27A4	0
SLC2A8	1
SLC31A1	3
SLC31A2	0
SLC34A3	0
SLC44A1	0
SMARCA2	27
SMC2	14
SMC5	0
SNAPC3	0
SNORD24	0
SNORD36A	1
SNORD36B	5
SNORD36C	0
SNORD62A	0
SNORD62B	0
SNX30	1
SPATA31A1	0
SPATA31A3	0
SPATA31A5	0
SPATA31A7	0
SPATA31C1	0
SPATA31D1	0
SPATA31D3	0
SPATA31D4	0
SPATA31D5P	0
SPATA31E1	0
SPIN1	11
SPINK4	0
SPTAN1	1
SSNA1	2
STKLD1	0
STX17	5
STXBP1	0
SURF2	1
SUSD3	1
SWI5	0
SYK	0
TAL2	0
TBC1D13	0
TDRD7	3
TEK	0
TESK1	1
TGFBR1	2
TJP2	0
TLE4	3
TLR4	0
TMC1	0
TMEFF1	0
TMEM141	0
TMEM215	0
TMEM246-AS1	0
TMEM38B	1
TMEM8B	0
TMOD1	10
TOPORS-AS1	0
TOR1B	0
TOR4A	0
TPD52L3	0
TRAF2	3
TRIM32	1
TRMT10B	0
TTC16	0
TUBB4B	5
TUBBP5	95
TYRP1	0
UAP1L1	0
UBAP1	4
UBE2R2	26
UGCG	0
UHRF2	14
UNC13B	0
UNQ6494	0
URM1	1
USP20	2
VLDLR	3
VPS13A	0
WDR38	0
WDR5	3
WNK2	0
ZBTB34	0
ZBTB43	5
ZCCHC7	23
ZNF169	0
ZNF189	0
ZNF462	3
ZNF483	0
ZNF618	11
ZNF79	0
FLJ43315	1
FAM230C	0
MIR8069-1	0
LOC100507412	0
RNA45S5	1
RNA5-8S5	1
LOC101928597	0
DUX4	0
ABCD1	0
ACRC	0
AFF2	0
AGTR2	0
AKAP14	0
AKAP17A	0
ALG13	0
AMELX	0
APEX2	0
APOOL	0
AR	0
ARAF	0
ARHGAP36	0
ARL13A	0
ARMCX1	0
ARMCX3	0
ARMCX4	0
ARMCX5	0
ARMCX5-GPRASP2	0
ARR3	0
ARSF	0
ARSH	0
ASMT	0
ASMTL-AS1	0
ATG4A	2
ATP1B4	0
ATP2B3	0
ATP6AP1	0
ATP6AP2	1
ATP7A	5
AVPR2	0
AWAT1	0
BCORL1	3
BEX4	0
BGN	0
BHLHB9	3
BMP15	13
BMX	0
BRCC3	0
BRS3	0
CA5B	0
CA5BP1	0
CCDC120	2
CCDC160	0
CCDC22	0
CCNB3	8
CD40LG	0
CD99	0
CD99P1	0
CDK16	0
CDKL5	0
CDX4	0
CENPI	0
CENPVP1	0
CENPVP2	0
CHDC2	0
CHIC1	1
CHST7	0
CLCN4	0
CLCN5	3
CLDN2	0
CNGA2	0
CNKSR2	0
COL4A5	0
COX7B	0
CPXCR1	0
CSAG1	0
CSAG3	0
CSF2RA	0
CSTF2	5
CT45A1	0
CT45A2	0
CT45A3	0
CT45A4	0
CT45A5	0
CT45A6	0
CTAG1A	0
CTAG1B	0
CXXC1P1	0
CXorf22	0
CXorf28	0
CXorf30	0
CXorf40A	0
CXorf49	0
CXorf49B	0
CXorf51A	0
CXorf51B	0
CXorf57	0
CXorf58	0
CXorf67	19
CYBB	0
CYLC1	0
DACH2	0
DCAF8L2	0
DDX26B	0
DDX3X	14
DDX53	0
DGAT2L6	0
DIAPH2	7
DKC1	25
DLG3	1
DMRTC1	0
DMRTC1B	0
DOCK11	0
DRP2	0
DUSP21	0
DUSP9	0
EBP	4
EDA	1
EFNB1	0
EGFL6	0
EIF1AX-AS1	0
EIF2S3	0
EMD	0
ERAS	0
F8A1	0
F8A2	0
F8A3	0
F9	0
FAAH2	0
FAM122C	0
FAM127A	0
FAM133A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM199X	5
FAM223A	0
FAM223B	0
FAM45B	0
FAM46D	0
FAM47B	0
FAM47C	0
FAM50A	0
FATE1	0
FGF13-AS1	0
FGF16	0
FHL1	0
FLJ44635	0
FMR1	2
FMR1NB	0
FOXO4	0
FOXR2	0
FRMPD3	0
FRMPD4	0
FTSJ1	0
FUNDC2	0
GABRQ	0
GAGE1	0
GAGE10	0
GAGE12B	0
GAGE12C	0
GAGE12D	0
GAGE12E	0
GAGE12F	0
GAGE12G	0
GAGE12H	0
GAGE12I	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAGE4	0
GAGE5	0
GAGE6	0
GAGE7	0
GAGE8	0
GATA1	0
GDI1	1
GDPD2	0
GJB1	0
GK	0
GLOD5	0
GLRA2	0
GLUD2	0
GNL3L	0
GPR112	0
GPR173	0
GPR174	0
GPR34	0
GPR50	0
GPR82	0
GPRASP1	0
GPRASP2	0
GRIA3	0
GRPR	0
GS1-600G8.3	0
GSPT2	0
GYG2	0
H2AFB1	0
H2AFB2	0
H2AFB3	0
H2BFM	0
H2BFXP	0
HCCS	1
HCFC1-AS1	0
HDAC6	0
HEPH	0
HMGB3	21
HNRNPH2	0
HPRT1	4
HS6ST2-AS1	0
HSFX1	0
HSFX2	0
HTATSF1	5
HTR2C	0
HYPM	0
IGBP1	4
IKBKG	0
IL13RA1	1
IL1RAPL1	0
IL1RAPL2	0
IL3RA	0
IL9R	0
INE1	0
ITGB1BP2	0
JADE3	0
JPX	0
KANTR	0
KDM6A	6
KIF4A	18
KLF8	0
KLHL4	0
KRBOX4	0
LANCL3	0
LINC00086	0
LINC00269	0
LINC00629	0
LINC00630	0
LINC00632	0
LINC00684	0
LINC00685	0
LINC00850	0
LINC00890	0
LINC00891	0
LINC00892	0
LINC00894	0
LINC01203	0
LINC01204	0
LINC01285	0
LINC01420	0
LOC100129520	0
LOC100132304	0
LOC100132741	0
LOC100287728	0
LOC100288814	0
LOC100506790	0
LOC101060211	0
LOC101927476	0
LOC101927501	0
LOC101927830	0
LOC101928128	0
LOC101928259	0
LOC101928336	0
LOC101928358	0
LOC101928437	0
LOC101928495	0
LOC101928564	0
LOC102723680	0
LOC102723737	0
LOC389895	0
LOC392452	0
LONRF3	0
LPAR4	0
LUZP4	0
MAGEA11	0
MAGEA2	0
MAGEA2B	0
MAGEA4	0
MAGEA6	0
MAGEA8	0
MAGEA9	0
MAGEA9B	0
MAGEB1	0
MAGEB10	0
MAGEB16	0
MAGEB17	0
MAGEB18	0
MAGEB2	0
MAGEB3	0
MAGEB4	0
MAGEB5	0
MAGEB6	0
MAGEC1	0
MAGEC3	0
MAGED1	0
MAGED2	0
MAGED4	0
MAGED4B	0
MAGEE1	1
MAGEH1	0
MAGIX	0
MAMLD1	0
MAOA	0
MBTPS2	1
MCTS1	2
MED12	0
MED14OS	0
MID1IP1	0
MID2	0
MIR1184-1	0
MIR1184-2	0
MIR1184-3	0
MIR1264	0
MIR1277	0
MIR1298	0
MIR188	0
MIR1911	0
MIR1912	0
MIR2114	0
MIR223	0
MIR3202-1	0
MIR362	0
MIR3690	0
MIR374C	0
MIR3978	0
MIR4330	0
MIR448	0
MIR4536-1	0
MIR4767	0
MIR4768	0
MIR4769	0
MIR500A	0
MIR500B	0
MIR501	0
MIR502	0
MIR532	0
MIR6086	0
MIR6089	0
MIR651	0
MIR660	0
MIR664B	0
MIR676	0
MIR6858	0
MIR764	0
MIR934	0
MORF4L2-AS1	0
MOSPD2	0
MPC1L	0
MSL3	5
MSN	0
MST4	1
MTM1	5
MTMR1	4
MUM1L1	0
NDUFA1	0
NGFRAP1	0
NHS	0
NHSL2	0
NLGN3	0
NONO	0
NRK	0
NSDHL	1
NUDT10	0
NXF2	0
NXF2B	0
NXF4	0
NXT2	0
NYX	0
OCRL	4
OFD1	52
OGT	0
OPN1LW	0
OPN1MW	0
OPN1MW2	0
OR13H1	0
OTC	0
OTUD6A	0
P2RY10	0
PABPC1L2B	0
PABPC1L2B-AS1	0
PABPC5	0
PAGE2	0
PAGE2B	0
PAGE4	0
PAGE5	0
PAK3	0
PASD1	0
PBDC1	0
PCDH11X	14
PCYT1B-AS1	0
PDHA1	0
PDK3	0
PGK1	0
PGRMC1	0
PHEX	9
PHF6	5
PHKA2-AS1	0
PIH1D3	0
PIN4	0
PLCXD1	0
PLP1	0
PLP2	0
PLS3	0
PLXNA3	0
PLXNB3	0
PNMA3	0
PNMA6A	0
POLA1	3
PORCN	0
POU3F4	0
PPEF1	3
PPP1R3F	0
PQBP1	2
PRDX4	0
PRKX-AS1	0
PRPS1	1
PRPS2	2
PRR32	0
PRRG1	0
PRRG3	0
PTCHD1	0
RAB33A	0
RAB40AL	0
RAB41	0
RAB9A	0
RAP2C-AS1	0
RBM10	0
RBM3	1
RBMX2	62
RBMXL3	0
REPS2	0
RGAG1	0
RGN	0
RHOXF2	0
RHOXF2B	0
RIBC1	0
RNF128	0
RP2	0
RPA4	0
RPL10	40
RPL36A	0
RPL36A-HNRNPH2	0
RPS26P11	0
RRAGB	1
S100G	0
SAGE1	0
SASH3	0
SAT1	0
SCARNA23	0
SCML1	6
SH2D1A	0
SH3BGRL	0
SHOX	0
SHROOM2	7
SLC16A2	0
SLC25A14	1
SLC25A43	0
SLC25A5	27
SLC6A14	0
SLC6A8	0
SLC9A6	0
SLITRK2	0
SMIM10	0
SMS	8
SNORA11	0
SNORA11C	0
SNORA11D	0
SNORA11E	0
SNORA35	0
SNORA36A	0
SNORA56	0
SNORA70	7
SOWAHD	0
SPACA5	0
SPACA5B	0
SPANXA1	0
SPANXA2	0
SPANXA2-OT1	0
SPANXB1	0
SPANXN1	0
SPANXN4	0
SPRY3	0
SRD5A1P1	0
SRPK3	0
SRPX2	0
SSR4	1
SSX1	0
SSX2	0
SSX2B	0
SSX4	0
SSX4B	0
SSX6	0
SSX8	0
STAG2	0
STARD8	0
STS	0
SUPT20HL1	0
SUV39H1	0
SYAP1	1
SYP-AS1	0
SYTL5	0
TAF1	2
TAZ	0
TBC1D25	1
TBC1D8B	0
TBL1X	7
TBX22	0
TCEAL1	0
TCEAL2	0
TCEAL3	0
TCEAL4	0
TCEAL7	0
TCEANC	1
TCP11X2	0
TDGF1P3	0
TGIF2LX	0
TIMP1	0
TKTL1	0
TLR7	0
TLR8	0
TMEM164	0
TMEM187	0
TMEM257	0
TMEM31	0
TMEM35	0
TMLHE-AS1	0
TMSB15B	0
TMSB4X	13
TNMD	0
TRO	0
TRPC5OS	0
TSIX	0
TSPAN7	1
TSPYL2	0
TSR2	2
TXLNG	11
UBA1	1
UBE2A	3
UBE2DNL	0
UBE2E4P	0
UBE2NL	0
UBQLN2	0
UPRT	0
USP11	4
USP27X	0
USP9X	12
UTP14A	7
UXT-AS1	1
VAMP7	0
VBP1	2
VCX	0
VCX3B	0
VENTXP1	0
VGLL1	0
VMA21	0
VSIG1	0
WAS	0
WBP5	0
WDR13	0
WDR44	1
WWC3	6
XAGE1B	0
XAGE1E	0
XAGE2	0
XAGE5	0
XG	0
XGY2	0
XIAP	2
XK	0
XPNPEP2	0
YIPF6	8
YY2	1
ZBTB33	1
ZC3H12B	0
ZCCHC12	2
ZCCHC13	0
ZCCHC16	0
ZCCHC18	0
ZFP92	0
ZFX	0
ZIC3	0
ZNF157	0
ZNF185	1
ZNF275	0
ZNF449	2
ZNF630-AS1	0
ZNF645	0
ZNF674-AS1	0
ZNF711	0
ZNF81	0
ZRSR2	2
ZXDB	0
AKAP17A	0
ASMT	0
ASMTL-AS1	0
BPY2	0
BPY2B	0
BPY2C	0
CD99	0
CD99P1	0
CDY1	0
CDY1B	0
CDY2A	0
CDY2B	0
CSF2RA	0
CSPG4P1Y	0
DAZ2	0
DAZ3	0
DAZ4	0
DDX3Y	0
EIF1AY	0
FAM224A	0
FAM224B	0
FAM41AY1	0
FAM41AY2	0
GOLGA2P2Y	0
GOLGA2P3Y	0
HSFY1	0
HSFY2	0
IL3RA	0
IL9R	0
LINC00278	0
LINC00685	0
LOC100652931	0
LOC101929148	0
MIR3690	0
MIR6089	0
NLGN4Y	0
PCDH11Y	1
PLCXD1	0
PRKY	0
PRY	0
PRY2	0
RBMY1A1	0
RBMY1B	0
RBMY1D	0
RBMY1E	0
RBMY1F	0
RBMY1J	0
RBMY2FP	0
RPS4Y1	0
RPS4Y2	0
SHOX	0
SPRY3	0
TBL1Y	0
TGIF2LY	0
TMSB4Y	0
TSPY1	0
TSPY10	0
TSPY2	0
TSPY3	0
TSPY4	0
TSPY8	0
TTTY1	0
TTTY12	0
TTTY15	0
TTTY17A	0
TTTY17B	0
TTTY17C	0
TTTY19	0
TTTY1B	0
TTTY2	0
TTTY21	0
TTTY21B	0
TTTY22	0
TTTY23	0
TTTY23B	0
TTTY2B	0
TTTY3	0
TTTY3B	0
TTTY4	0
TTTY4B	0
TTTY4C	0
TTTY6	0
TTTY6B	0
TTTY7	0
TTTY7B	0
TTTY8	0
TTTY8B	0
TTTY9A	0
TTTY9B	0
TXLNGY	0
USP9Y	0
VAMP7	0
VCY	0
VCY1B	0
XGY2	0
XKRY	0
XKRY2	0
ZFY	0
A3GALT2	0
ABCA4	0
ABCB10	0
ABL2	5
ACAP3	0
ACBD3	4
ACBD6	1
ACOT7	0
ACP6	0
ACTA1	0
ADAM30	0
ADAMTS4	0
ADAMTSL4-AS1	0
ADAR	19
ADCY10	0
ADIPOR1	4
ADORA3	0
ADSS	1
AGBL4	0
AGBL4-IT1	0
AGMAT	2
AGT	0
AHCTF1	1
AHDC1	1
AIDA	0
AIM1L	1
AIM2	0
AK2	2
AKNAD1	0
AKR7A2	2
AKR7A3	0
AKR7L	0
AKT3	0
ALDH4A1	2
ALDH9A1	9
ALG14	0
ALX3	0
AMIGO1	1
AMPD1	0
AMY1A	0
AMY1B	0
AMY1C	0
ANGEL2	0
ANGPTL1	0
ANKRD13C	1
ANKRD20A12P	0
ANKRD36BP1	1
ANKRD45	1
ANKRD65	0
ANP32E	3
AP4B1	1
APH1A	13
APOA2	0
APOBEC4	0
ARHGAP29	5
ARHGAP30	0
ARHGEF11	0
ARHGEF19	0
ARHGEF2	0
ARID4B	2
ARL8A	0
ARNT	1
ARPC5	2
ASAP3	0
ASB17	0
ASCL5	0
ASH1L	6
ASPM	30
ASTN1	0
ATP13A2	0
ATP1A1-AS1	4
ATP6V1G3	0
ATPAF1	0
AUNIP	3
AURKAIP1	1
AURKAPS1	2
B3GALNT2	1
B3GALT2	0
B4GALT3	1
BAI2	1
BARHL2	0
BATF3	0
BCAR3	1
BCAS2	6
BCL10	1
BCL2L15	0
BEND5	0
BEST4	0
BLACAT1	0
BMP8B	0
BPNT1	2
BRINP3	0
BSDC1	5
BTNL10	0
C1orf109	0
C1orf110	0
C1orf111	0
C1orf116	0
C1orf123	0
C1orf127	0
C1orf131	9
C1orf140	0
C1orf141	0
C1orf145	0
C1orf159	0
C1orf168	2
C1orf174	2
C1orf180	0
C1orf186	0
C1orf189	0
C1orf192	0
C1orf194	0
C1orf195	0
C1orf198	0
C1orf200	0
C1orf204	0
C1orf210	1
C1orf216	1
C1orf229	0
C1orf233	0
C1orf234	0
C1orf35	0
C1orf43	2
C1orf52	0
C1orf61	0
C1orf74	1
C1orf85	0
C1orf86	2
C1orf87	0
C2CD4D	0
C8B	0
CACNA1S	0
CADM3-AS1	0
CAMK2N1	0
CAPN8	0
CAPZB	3
CASP9	1
CASQ2	0
CASZ1	0
CC2D1B	0
CCBL2	0
CCDC163P	1
CCDC17	0
CCDC181	1
CCDC19	0
CCDC23	0
CCNL2	1
CCSAP	5
CCT3	7
CD160	0
CD164L2	0
CD1B	0
CD244	0
CD247	0
CD34	0
CD48	0
CD58	0
CD5L	0
CD84	0
CDC42BPA	10
CDC42SE1	4
CDCP2	0
CDK11A	0
CDK11B	4
CELF3	0
CENPL	0
CEP104	3
CEP170	1
CERS2	18
CHD5	0
CHI3L1	0
CHIT1	0
CHML	0
CHRM3-AS1	0
CHRM3-AS2	0
CITED4	0
CLCC1	1
CLDN19	0
CLK2	4
CLSPN	14
CLSTN1	8
CNN3	25
CNR2	0
COA7	0
COL11A1	0
COL16A1	0
COL24A1	0
COL8A2	0
COL9A2	0
COLGALT2	0
COPA	1
CPSF3L	0
CRABP2	0
CREG1	0
CRNN	0
CROCCP2	0
CROCCP3	0
CRP	0
CRTC2	1
CRYZ	5
CSDE1	126
CSF3R	0
CSMD2	0
CSRP1	16
CTBS	0
CTNNBIP1	1
CTSK	0
CTSS	0
CYB5R1	0
CYB5RL	0
CYP2J2	0
CYP4A11	0
CYP4Z2P	0
DAB1	2
DBT	4
DCAF8	4
DCST2	0
DDAH1	0
DDOST	1
DDX59	7
DEDD	6
DENND1B	0
DENND2C	0
DENND2D	0
DENND4B	0
DEPDC1	0
DFFA	0
DHCR24	0
DHRS3	0
DIRAS3	5
DISC2	0
DLGAP3	0
DMRTA2	0
DNAJC11	0
DNAJC8	11
DNM3OS	0
DNTTIP2	11
DOCK7	0
DPH5	0
DPM3	0
DPT	0
DPYD	0
DRAM2	0
DSTYK	3
DUSP10	1
DVL1	1
E2F2	0
EBNA1BP2	1
ECE1	0
ECHDC2	0
EDEM3	0
EDN2	0
EFCAB14	17
EGLN1	0
EIF2B3	1
EIF2D	2
EIF4G3	4
ELK4	2
ELOVL1	0
ELTD1	0
EMC1	0
ENAH	7
ENO1	2
ENSA	6
EPHA10	1
EPHA2	0
EPRS	19
EPS15	3
EPS8L3	0
ERI3	0
ERI3-IT1	0
ERICH3	0
ERO1LB	5
ERRFI1	0
ESPNP	0
ESRRG	0
ETNK2	0
ETV3	0
ETV3L	0
EVA1B	0
EVI5	1
EXOC8	0
EXOSC10	1
EXTL2	0
EYA3	0
F11R	0
F13B	0
F3	0
F5	0
FABP3	0
FAF1	0
FAIM3	0
FAM129A	0
FAM131C	0
FAM132A	0
FAM138A	0
FAM138F	0
FAM151A	0
FAM189B	0
FAM212B	0
FAM229A	0
FAM231A	0
FAM41C	1
FAM46B	6
FAM63A	0
FAM69A	0
FAM72C	0
FAM72D	0
FAM78B	0
FAM89A	0
FBXO2	0
FBXO42	2
FCAMR	0
FCGR1B	0
FCGR3A	0
FCGR3B	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	0
FGR	0
FH	5
FHL3	0
FLG	0
FLG2	0
FLJ27354	0
FLJ37453	1
FLVCR1-AS1	1
FMO5	0
FMOD	0
FNDC5	0
FOXD2-AS1	0
FOXD3-AS1	0
FOXJ3	7
FRRS1	0
FUBP1	3
FUCA1	0
GALE	0
GAS5	2
GATAD2B	8
GBA	0
GBAP1	0
GBP1	0
GBP2	0
GBP3	0
GBP4	0
GBP5	0
GBP7	0
GCLM	2
GCSAML-AS1	0
GDAP2	3
GEMIN8P4	0
GFI1	0
GJA5	0
GJA9	0
GJA9-MYCBP	7
GLIS1	0
GLMN	0
GLRX2	0
GLUL	1
GNAT2	2
GNB1	21
GNG12	19
GNG4	0
GNG5	3
GNL2	5
GNRHR2	0
GOLPH3L	4
GOLT1A	0
GON4L	3
GPA33	0
GPATCH2	5
GPATCH3	0
GPATCH4	9
GPBP1L1	0
GPN2	1
GPR153	0
GPR157	0
GPR161	0
GPR89A	0
GREM2	0
GRIK3	0
GS1-279B7.1	0
GSTM3	0
GTF2B	9
GUCA2A	0
HDGF	10
HEATR1	9
HECTD3	2
HENMT1	37
HES2	0
HES4	0
HES5	0
HEYL	0
HFM1	0
HHIPL2	0
HIPK1-AS1	0
HIST2H2AA3	0
HIST2H2AA4	0
HIST2H2AB	0
HIST2H2BC	0
HIST2H2BE	0
HIST2H2BF	0
HIST2H3A	0
HIST2H3C	0
HIST2H3D	0
HIST2H4A	0
HIST2H4B	0
HIST3H2A	0
HIST3H3	0
HIVEP3	0
HLX-AS1	0
HMGCL	1
HMGCS2	0
HNRNPCL1	0
HNRNPCL2	0
HNRNPR	8
HNRNPU	10
HNRNPU-AS1	1
HORMAD1	0
HP1BP3	1
HPCAL4	0
HRNR	0
HSD52	0
HSPB11	6
HSPB7	0
HSPG2	0
HTR1D	0
HYI	0
IBA57-AS1	0
ICMT	1
ID3	2
IFFO2	0
IFI6	0
IFNLR1	0
IGSF3	0
IGSF8	0
IGSF9	1
IL10	0
IL22RA1	0
ILDR2	6
ILF2	15
INPP5B	1
INSL5	0
INSRR	0
INTS7	2
IPO9-AS1	0
IPP	1
IQGAP3	0
IRF2BP2	0
IRF6	17
ISG20L2	0
ITGB3BP	2
ITLN1	0
ITLN2	0
ITPKB	0
ITPKB-IT1	0
IVNS1ABP	0
JAK1	4
JMJD4	0
JTB	0
JUN	0
KANK4	0
KCNA10	0
KCNA2	0
KCNA3	0
KCNC4-AS1	0
KCND3	0
KCND3-IT1	0
KCNH1	0
KCNJ10	0
KCNN3	0
KCNT2	0
KDF1	1
KDM4A-AS1	1
KDM5B	0
KIAA0040	0
KIAA0319L	0
KIAA0907	0
KIAA1751	1
KIAA2013	0
KIF14	1
KIF17	0
KIF21B	0
KIFAP3	0
KISS1	0
KLHDC8A	0
KLHL12	3
KLHL21	0
KNCN	0
KRTCAP2	0
KTI12	0
LACTBL1	0
LAD1	13
LAMB3	0
LAMTOR5	0
LAPTM5	0
LBR	1
LCE1C	0
LCE3A	0
LCE3D	0
LCE3E	0
LDLRAD1	0
LEFTY1	0
LEFTY2	0
LEMD1	0
LEPRE1	0
LGALS8-AS1	0
LHX4-AS1	0
LIN9	0
LINC00115	0
LINC00303	0
LINC00466	0
LINC00582	0
LINC00622	0
LINC00623	0
LINC00624	0
LINC00628	0
LINC00862	0
LINC00869	0
LINC00970	0
LINC00982	0
LINC01057	0
LINC01136	0
LINC01137	0
LINC01138	0
LINC01139	0
LINC01141	0
LINC01142	0
LINC01160	0
LINC01222	0
LINC01343	0
LINC01344	0
LINC01347	0
LINC01349	0
LINC01350	0
LINC01354	0
LINC01355	0
LINC01356	0
LINC01359	0
LINC01361	0
LINC01363	0
LINC01364	0
LINC01398	0
LINC01461	0
LINGO4	0
LMOD1	0
LMX1A	0
LOC100129534	0
LOC100130417	0
LOC100131564	0
LOC100133331	0
LOC100288069	0
LOC100422212	0
LOC100505666	0
LOC100505795	0
LOC100505918	0
LOC100506022	0
LOC100506023	0
LOC100506730	0
LOC100506747	0
LOC100506985	0
LOC100996251	0
LOC100996263	0
LOC101926964	0
LOC101927139	0
LOC101927143	0
LOC101927468	0
LOC101927560	0
LOC101927587	0
LOC101927683	0
LOC101928043	0
LOC101928068	0
LOC101928241	0
LOC101928370	0
LOC101928436	0
LOC101928460	0
LOC101928696	0
LOC101929099	0
LOC101929406	0
LOC101929983	0
LOC102723769	0
LOC102724601	0
LOC115110	0
LOC149373	0
LOC255654	0
LOC284578	0
LOC391003	0
LOC400736	0
LOC400794	0
LOC440600	0
LOC440602	0
LOC643441	0
LOC645354	0
LOC646268	0
LOC646471	0
LOC649324	0
LOC649330	0
LOC653160	0
LOC653513	0
LOC728989	0
LOC729737	0
LOC729867	0
LOC729930	0
LOC730102	1
LPAR3	0
LPGAT1	2
LPPR5	0
LRIF1	1
LRP8	0
LRRC38	0
LRRC39	0
LRRC40	2
LRRC41	0
LRRC47	2
LRRIQ3	0
LRRN2	0
LSM10	1
LUZP1	1
LYPD8	0
LYPLAL1-AS1	0
LYSMD1	0
LYST	0
LZIC	1
MAD2L2	0
MAGOH	5
MAP1LC3C	0
MAP3K6	0
MARCKSL1	0
MASP2	0
MATN1	0
MCL1	0
MCOLN2	0
MCOLN3	0
MEAF6	8
MECR	0
MED8	3
MEF2D	0
MEGF6	0
METTL18	0
MEX3A	0
MFAP2	0
MIR101-1	0
MIR1182	0
MIR1262	0
MIR1295A	0
MIR135B	0
MIR137	0
MIR137HG	0
MIR1537	0
MIR181A1	0
MIR181A1HG	0
MIR181B1	0
MIR186	0
MIR190B	0
MIR194-1	0
MIR199A2	0
MIR214	0
MIR215	0
MIR2682	0
MIR29B2	0
MIR29C	0
MIR3119-1	0
MIR3121	0
MIR320B2	0
MIR34A	0
MIR3605	0
MIR3671	0
MIR3675	0
MIR3916	0
MIR3917	0
MIR4252	0
MIR4253	0
MIR4254	0
MIR4256	0
MIR4260	0
MIR4420	0
MIR4689	0
MIR4695	0
MIR4711	0
MIR4735	0
MIR4742	0
MIR4753	0
MIR488	0
MIR5008	0
MIR5087	0
MIR548AP	0
MIR548D1	0
MIR548F1	0
MIR551A	0
MIR555	0
MIR5581	0
MIR6068	0
